link,Oferta od,Kategoria,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie W Mieście,Typ nadwozia,Liczba drzwi,Liczba miejsc,Kolor,Kraj pochodzenia,Zarejestrowany w Polsce,Bezwypadkowy,Stan,Cena
https://www.otomoto.pl/oferta/volkswagen-golf-ID6Fk4Jb.html,Firmy,Osobowe,VII (2012-2020),2019,91 000 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Polska,Tak,Tak,Używane,48 500
https://www.otomoto.pl/oferta/volkswagen-golf-vii-2-0tdi-150km-serwis-aso-100-oryginal-sprowadzony-zarejestrowany-ID6FgypF.html,Osoby prywatnej,Osobowe,VII (2012-2020),2013,229 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,5 l/100km,Kombi,5,5,Czarny,Polska,Tak,Tak,Używane,37 999
https://www.otomoto.pl/oferta/volkswagen-golf-golf-7-vii-kombi-hak-salon-polska-bezwypadkowy-benzyna-kombi-ID6FiAqG.html,Osoby prywatnej,Osobowe,VII (2012-2020),2014,115 000 km,1 197 cm3,Benzyna,105 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Srebrny,Polska,Tak,Tak,Używane,42 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-125km-highline-1wlasciciel-serwis-aso-salon-pl-gwarancja-ID6FhqRL.html,Firmy,Osobowe,VII (2012-2020),2017,53 400 km,1 395 cm3,Benzyna,125 KM,Manualna,Na przednie koła,6 l/100km,Kompakt,5,5,Biały,Polska,Tak,Tak,Używane,75 900
https://www.otomoto.pl/oferta/volkswagen-golf-piekny-golf-1-6-tdi-105-km-klima-oplacony-webasto-ID6Fh1th.html,Firmy,Osobowe,VI (2008-2013),2011,273 988 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,5 l/100km,Kompakt,5,5,Czerwony,Szwecja,,Tak,Używane,25 900
https://www.otomoto.pl/oferta/volkswagen-golf-vii-generacjii-w-idealnym-stanie-ID6FiAnY.html,Osoby prywatnej,Osobowe,VII (2012-2020),2016,168 750 km,1 968 cm3,Diesel,150 KM,Manualna,,5 l/100km,Kombi,5,5,Srebrny,Polska,Tak,Tak,Używane,59 500
https://www.otomoto.pl/oferta/volkswagen-golf-piekny-golf-2-0-tdi-110-km-klima-oplacony-ID6Fh1rb.html,Firmy,Osobowe,VI (2008-2013),2009,190 298 km,1 968 cm3,Diesel,110 KM,Manualna,Na przednie koła,6 l/100km,Kompakt,5,5,Czarny,Szwecja,,Tak,Używane,29 900
https://www.otomoto.pl/oferta/volkswagen-golf-r-2-0-tsi-dsg-4motion-410km-520nm-salon-pl-ideal-ID6FgylV.html,Firmy,Osobowe,VII (2012-2020),2014,115 000 km,2 000 cm3,Benzyna,410 KM,Automatyczna,4x4 (stały),,Kompakt,5,5,Szary,Polska,Tak,Tak,Używane,115 000
https://www.otomoto.pl/oferta/volkswagen-golf-2003-model-1-6-102-km-z-automatyczna-skrzynia-ID6Fk4qV.html,Osoby prywatnej,Osobowe,IV (1997-2006),2002,228 000 km,1 595 cm3,Benzyna,102 KM,Automatyczna,Na przednie koła,11 l/100km,Kompakt,3,5,Granatowy,,,Tak,Używane,9 600
https://www.otomoto.pl/oferta/volkswagen-golf-zamiana-dsg-panorama-alkantara-160tys-km-xenon-ID6FihoK.html,Firmy,Osobowe,VI (2008-2013),2010,160 700 km,1 390 cm3,Benzyna,122 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Szary,Niemcy,Tak,Tak,Używane,29 900
https://www.otomoto.pl/oferta/volkswagen-golf-2-0-tdi-140km-oryg-lakier-i-kmpelen-serwis-pdc-stan-salonowy-z-niemiec-ID6Fi5ty.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,228 888 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,5 l/100km,Kompakt,5,5,Biały,Niemcy,Tak,Tak,Używane,27 900
https://www.otomoto.pl/oferta/volkswagen-golf-gtd-serwisowany-bogate-wyposazenie-bezwypadkowy-ID6Fihm6.html,Osoby prywatnej,Osobowe,VII (2012-2020),2014,179 409 km,1 968 cm3,Diesel,184 KM,Automatyczna,Na przednie koła,5 l/100km,Kompakt,5,5,Czarny,Niemcy,Tak,Tak,Używane,73 000
https://www.otomoto.pl/oferta/volkswagen-golf-1-9-tdi-klima-gwarancja-udokumentowany-przebieg-ID6Fh1bz.html,Firmy,Osobowe,V (2003-2009),2008,200 000 km,1 896 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,Belgia,,Tak,Używane,17 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-150km-comfortline-fv23-salon-pl-pakiet-business-ID6Fj2oM.html,Firmy,Osobowe,VII (2012-2020),2017,144 509 km,1 395 cm3,Benzyna,149 KM,Manualna,Na przednie koła,,Kombi,5,5,Czerwony,Polska,Tak,Tak,Używane,69 500
https://www.otomoto.pl/oferta/volkswagen-golf-alu-panorama-fv-23-pelny-serwis-navi-kamery-full-ID6EPxca.html,Osoby prywatnej,Osobowe,VII (2012-2020),2014,236 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,5 l/100km,Kombi,5,5,Czarny,Niemcy,,Tak,Używane,49 900
https://www.otomoto.pl/oferta/volkswagen-golf-highline-2-0tdi-150km-bixenon-navigacja-bezwypadkowy-org-przebieg-ID6FjwK4.html,Osoby prywatnej,Osobowe,VII (2012-2020),2014,172 350 km,1 968 cm3,Diesel,150 KM,Manualna,,5 l/100km,Kombi,5,5,Inny kolor,Niemcy,Tak,Tak,Używane,46 900
https://www.otomoto.pl/oferta/volkswagen-golf-life-1-5etsi-130km-dsg-2023-dealer-vw-porsche-zakopianska-ID6FihfD.html,Firmy,Osobowe,VIII (2020-),2023,10 km,1 968 cm3,Benzyna,245 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Biały,Polska,,Tak,Nowe,127 800
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-5-ID6Fihbf.html,Osoby prywatnej,Osobowe,V (2003-2009),2005,198 888 km,1 390 cm3,Benzyna,75 KM,Manualna,,8 l/100km,Kompakt,3,5,Szary,Niemcy,Tak,Tak,Używane,12 999
https://www.otomoto.pl/oferta/volkswagen-golf-r-300km-dsg-4x4-activeinfodisplay-discovermedia-kamera-aso-vat23-ID6EZoVQ.html,Firmy,Osobowe,VII (2012-2020),2019,78 140 km,1 984 cm3,Benzyna,300 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Czarny,Niemcy,Tak,Tak,Używane,139 900
https://www.otomoto.pl/oferta/volkswagen-golf-tdi-150km-dsg-join-swiatla-led-nawigacja-podgrzewane-fotele-aso-vat-ID6EZnsW.html,Firmy,Osobowe,VII (2012-2020),2019,158 458 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Niebieski,Niemcy,Tak,Tak,Używane,74 900
https://www.otomoto.pl/oferta/volkswagen-golf-fv-23-life-dsg-aso-salon-pl-bezwypadkowy-i-wlasciciel-ID6F0XxV.html,Firmy,Osobowe,VIII (2020-),2021,25 040 km,1 498 cm3,Benzyna,149 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Srebrny,Polska,Tak,Tak,Używane,129 900
https://www.otomoto.pl/oferta/volkswagen-golf-v-1-9tdi-ID6F8Bck.html,Firmy,Osobowe,V (2003-2009),2008,248 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,"6,70 l/100km",Kompakt,5,5,Granatowy,,,Tak,Używane,19 900
https://www.otomoto.pl/oferta/volkswagen-golf-r-2-0tsi-300km-dsg-ID6FbNe6.html,Firmy,Osobowe,VII (2012-2020),2019,69 400 km,1 984 cm3,Benzyna,300 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Czarny,Polska,Tak,Tak,Używane,149 900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-vii-2-0tdi-150km-dsg-polski-salon-fv-ID6EAtwx.html,Firmy,Osobowe,VII (2012-2020),2017,156 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,"5,10 l/100km",Kombi,5,5,Biały,,Tak,Tak,Używane,64 900
https://www.otomoto.pl/oferta/volkswagen-golf-2006-klima-zadbany-oplacony-zamiana-ID6FeRrc.html,Firmy,Osobowe,IV (1997-2006),2006,174 500 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,9 l/100km,Kompakt,3,5,Beżowy,Niemcy,,Tak,Używane,11 500
https://www.otomoto.pl/oferta/volkswagen-golf-comfortline-salon-polska-pierwszy-wlasciciel-vat-23-ID6EX223.html,Firmy,Osobowe,VII (2012-2020),2017,124 291 km,1 598 cm3,Diesel,90 KM,Manualna,Na przednie koła,4 l/100km,Kombi,5,5,Inny kolor,Polska,Tak,Tak,Używane,56 900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-1-6-tdi-bmt-trendline-ID6EJOgb.html,Firmy,Osobowe,VII (2012-2020),2017,140 310 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,,Tak,Tak,Używane,50 900
https://www.otomoto.pl/oferta/volkswagen-golf-r32-xenon-4-motion-recaro-ID6ELJby.html,Osoby prywatnej,Osobowe,,2002,205 000 km,3 189 cm3,Benzyna,241 KM,Manualna,4x4 (dołączany automatycznie),,Coupe,4,5,Czarny,Szwajcaria,,Tak,Używane,89 000
https://www.otomoto.pl/oferta/volkswagen-golf-2-0-115km-cabrio-niski-przebieg-klima-super-stan-ID6Fk3ni.html,Firmy,Osobowe,IV (1997-2006),2000,92 000 km,1 984 cm3,Benzyna,115 KM,Manualna,Na przednie koła,,Kabriolet,2,4,Niebieski,Niemcy,Tak,Tak,Używane,19 900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-8-r-led-matrix-harman-kardon-dostepny-od-reki-ID6ETCZ2.html,Firmy,Osobowe,VIII (2020-),2022,5 km,1 984 cm3,Benzyna,320 KM,Automatyczna,4x4 (stały),,Kompakt,5,5,Czarny,,,Tak,Nowe,264 430
https://www.otomoto.pl/oferta/volkswagen-golf-2018-salon-pl-f-vat23-idealny-super-okazja-ID6FigIf.html,Firmy,Osobowe,VII (2012-2020),2018,149 578 km,999 cm3,Benzyna,110 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Szary,Polska,Tak,Tak,Używane,45 900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-8-r-led-matrix-harman-kardon-panorama-dostepny-od-reki-ID6F3wpi.html,Firmy,Osobowe,VIII (2020-),2022,5 km,1 984 cm3,Benzyna,320 KM,Automatyczna,,,Kompakt,5,5,Niebieski,,,Tak,Nowe,277 520
https://www.otomoto.pl/oferta/volkswagen-golf-8-r-dostepny-od-reki-r-performance-akrapovi-ID6EQqJ6.html,Firmy,Osobowe,VIII (2020-),2022,2 km,1 984 cm3,Benzyna,320 KM,Automatyczna,4x4 (stały),9 l/100km,Kompakt,5,5,Biały,,,Tak,Nowe,277 640
https://www.otomoto.pl/oferta/volkswagen-golf-higline-full-led-1-6-tdi-dsg-masaz-radarhak-2xpdc-alcantara-ID6FfGu9.html,Osoby prywatnej,Osobowe,VII (2012-2020),2018,174 000 km,1 598 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,4 l/100km,Kombi,5,5,Niebieski,Niemcy,,Tak,Używane,63 999
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-tsi-140-km-dsg-highline-biksenon-navi-citymotors-ID6FcD7G.html,Firmy,Osobowe,VII (2012-2020),2014,111 171 km,1 395 cm3,Benzyna,140 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Czerwony,Polska,Tak,Tak,Używane,59 900
https://www.otomoto.pl/oferta/volkswagen-golf-bezwypadkowy-oplacony-ID6Fk3nz.html,Firmy,Osobowe,V (2003-2009),2009,171 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Niemcy,,Tak,Używane,22 900
https://www.otomoto.pl/oferta/volkswagen-golf-pierwszy-wlasciciel-stan-idealny-ID6Fk2SX.html,Osoby prywatnej,Osobowe,VII (2012-2020),2020,41 899 km,1 498 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,Tak,Tak,Używane,95 000
https://www.otomoto.pl/oferta/volkswagen-golf-variant-1-4-tsi-bmt-150-km-highline-business-salon-polska-serwis-ID6F2m4v.html,Firmy,Osobowe,VII (2012-2020),2016,76 080 km,1 395 cm3,Benzyna,150 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Czarny,Polska,Tak,Tak,Używane,71 999
https://www.otomoto.pl/oferta/volkswagen-golf-r-2-0-tsi-320km-dsg-pakiet-zimowy-ID6FigpZ.html,Firmy,Osobowe,VIII (2020-),2022,1 km,1 984 cm3,Benzyna,320 KM,Automatyczna,4x4 (dołączany ręcznie),,Kompakt,5,5,Niebieski,Polska,,Tak,Nowe,260 420
https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-gti-ID6Fk3dB.html,Firmy,Osobowe,VII (2012-2020),2017,88 000 km,1 984 cm3,Benzyna,220 KM,Automatyczna,Na tylne koła,"8,10 l/100km",Kompakt,5,5,Czerwony,,Tak,Tak,Używane,65 600
https://www.otomoto.pl/oferta/volkswagen-golf-stan-idealny-ID6E3xBa.html,Osoby prywatnej,Osobowe,VI (2008-2013),2012,197 000 km,1 197 cm3,Benzyna,105 KM,Manualna,Na przednie koła,"5,90 l/100km",Kombi,5,5,Czarny,Holandia,Tak,Tak,Używane,27 999
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-evo-life-150km-ergoactive-pakiet-zimowy-18-kamera-keyless-ID6Fj1Hj.html,Firmy,Osobowe,VIII (2020-),2022,16 125 km,1 498 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Szary,Polska,Tak,Tak,Używane,119 200
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-krajowy-100-bezwypadkowy-serwisowany-w-aso-i-wlasciciel-ID6EZnui.html,Firmy,Osobowe,VII (2012-2020),2018,150 438 km,1 598 cm3,Diesel,115 KM,Manualna,,"4,60 l/100km",Kombi,5,5,Inny kolor,Polska,Tak,Tak,Używane,69 987
https://www.otomoto.pl/oferta/volkswagen-golf-comfortline-2016r-1-4-125km-salon-pl-ID6Fig1H.html,Firmy,Osobowe,VII (2012-2020),2016,121 937 km,1 395 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,Polska,Tak,Tak,Używane,58 900
https://www.otomoto.pl/oferta/volkswagen-golf-vii-kombi-1-4-tsi-comfortline-pakiet-business-ID6Fjwfn.html,Osoby prywatnej,Osobowe,VII (2012-2020),2017,109 500 km,1 395 cm3,Benzyna,125 KM,Manualna,Na przednie koła,6 l/100km,Kombi,5,5,Szary,Polska,Tak,Tak,Używane,67 900
https://www.otomoto.pl/oferta/volkswagen-golf-navi-czujniki-parkowania-grzane-fotele-automatyczna-klima-nowy-rozrzad-ID6Fixgk.html,Osoby prywatnej,Osobowe,VII (2012-2020),2013,222 450 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,"4,60 l/100km",Kombi,5,5,Niebieski,Niemcy,,Tak,Używane,35 490
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-1-4-tsi-ID6Fgxl7.html,Firmy,Osobowe,VII (2012-2020),2017,103 217 km,1 395 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,Niemcy,Tak,Tak,Używane,79 800
https://www.otomoto.pl/oferta/volkswagen-golf-bezwypadkowybluemotionnaviroczna-gwarancja-techniczna-ID6FifPA.html,Firmy,Osobowe,VII (2012-2020),2017,180 200 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,Francja,,Tak,Używane,46 900
https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-8-gtd-200ps-iq-matrix-gwarancja-2025r-ID6Fk2Et.html,Osoby prywatnej,Osobowe,VIII (2020-),2021,32 000 km,1 968 cm3,Diesel,200 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Szary,Niemcy,Tak,Tak,Używane,189 000
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-benzyna-mpi-105km-klima-ksiazka-maly-przebieg-1-wlasciciel-niemcy-ID6Fk2F1.html,Firmy,Osobowe,IV (1997-2006),2003,148 600 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,Kompakt,5,5,Szary,Niemcy,,Tak,Używane,12 999
https://www.otomoto.pl/oferta/volkswagen-golf-salon-polska-i-wlasciciel-fv-vat-23-ID6Fizy7.html,Firmy,Osobowe,VI (2008-2013),2012,84 000 km,1 197 cm3,Benzyna,105 KM,Manualna,Na przednie koła,6 l/100km,Kompakt,5,5,Szary,Polska,Tak,Tak,Używane,32 800
https://www.otomoto.pl/oferta/volkswagen-golf-1-6mpi-102km-niski-przebieg-bezwypadkowy-oryginalny-lakier-ID6FhrwW.html,Osoby prywatnej,Osobowe,V (2003-2009),2007,176 504 km,1 595 cm3,Benzyna,102 KM,Manualna,,9 l/100km,Kompakt,5,,Srebrny,Niemcy,,Tak,Używane,20 990
https://www.otomoto.pl/oferta/volkswagen-golf-kredyt-r-line-led-ksenon-navi-asystent-pasa-gwarancja-12-m-cy-ID6Fizwq.html,Osoby prywatnej,Osobowe,VII (2012-2020),2018,119 700 km,1 498 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Niebieski,Polska,,Tak,Używane,82 900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-1-6-tdi-bmt-trendline-salon-pl-1wl-ID6Fk2rk.html,Firmy,Osobowe,VII (2012-2020),2018,65 762 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Polska,Tak,Tak,Używane,64 900
https://www.otomoto.pl/oferta/volkswagen-golf-golf-vii-1-6-tdi-bmt-trendline-salon-pl-1wl-ID6Fk2qO.html,Firmy,Osobowe,VII (2012-2020),2018,67 696 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Polska,Tak,Tak,Używane,64 900
https://www.otomoto.pl/oferta/volkswagen-golf-salon-pl-perfekt-1-wlasciciel-100-bezwypadek-2x-nowe-opony-fv23-ID6Fbrig.html,Osoby prywatnej,Osobowe,VII (2012-2020),2018,146 800 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,Polska,Tak,Tak,Używane,51 500
https://www.otomoto.pl/oferta/volkswagen-golf-champ-klimatyzacja-spr-tech-ID6F9yMR.html,Firmy,Osobowe,IV (1997-2006),2002,330 331 km,1 896 cm3,Diesel,101 KM,Manualna,Na przednie koła,,Kompakt,3,5,Niebieski,Niemcy,Tak,Tak,Używane,7 500
https://www.otomoto.pl/oferta/volkswagen-golf-klimatyzacja-sprawny-tech-ID6F8y39.html,Firmy,Osobowe,IV (1997-2006),1999,346 213 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,Kompakt,3,5,Czarny,Niemcy,Tak,Tak,Używane,3 900
https://www.otomoto.pl/oferta/volkswagen-golf-bardzo-ladny-niezardzewialy-egzemplarz-klimatyzacja-ID6F4TCx.html,Firmy,Osobowe,IV (1997-2006),1998,167 398 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,Niemcy,Tak,Tak,Używane,6 900
https://www.otomoto.pl/oferta/volkswagen-golf-gwarancja-bezwypadkowy-oplacony-ID6FdlWu.html,Firmy,Osobowe,VI (2008-2013),2009,151 000 km,1 390 cm3,Benzyna,80 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,Niemcy,,Tak,Używane,28 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-0-115km-salon-pl-1-wlasciciel-bardzo-zadbany-dealer-forda-ID6EViLA.html,Firmy,Osobowe,VII (2012-2020),2019,105 147 km,999 cm3,Benzyna,115 KM,Manualna,Na przednie koła,"5,60 l/100km",Kombi,5,5,Szary,Polska,Tak,Tak,Używane,62 900
https://www.otomoto.pl/oferta/volkswagen-golf-piekny-stan-mpi-1-4-ID6FbZVS.html,Osoby prywatnej,Osobowe,V (2003-2009),2005,162 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,8 l/100km,Kompakt,5,5,Błękitny,Niemcy,,Tak,Używane,14 200
https://www.otomoto.pl/oferta/volkswagen-golf-gti-2-0-tsi-dsg-245km-dcc-led-hak-ID6EC5IH.html,Firmy,Osobowe,VII (2012-2020),2019,65 941 km,1 984 cm3,Benzyna,245 KM,Automatyczna,Na przednie koła,"8,20 l/100km",Kompakt,5,5,Biały,,Tak,Tak,Używane,127 900
https://www.otomoto.pl/oferta/volkswagen-golf-volskwagen-golf-vii-r-2-0-tsi-4mot-dsg-ID6ELSYK.html,Osoby prywatnej,Osobowe,VII (2012-2020),2016,154 800 km,1 984 cm3,Benzyna,300 KM,Automatyczna,4x4 (dołączany automatycznie),"8,70 l/100km",Kompakt,5,5,Biały,Polska,Tak,Tak,Używane,105 000
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-102km-automat-ID6Fe5Cl.html,Firmy,Osobowe,V (2003-2009),2004,209 000 km,1 595 cm3,Benzyna,102 KM,Automatyczna,Na przednie koła,"8,80 l/100km",Kompakt,3,5,Czarny,,Tak,Tak,Używane,14 500
https://www.otomoto.pl/oferta/volkswagen-golf-1-9tdi-90km-zadbanybezwypadkowyserwisowanyoplacony-ID6Fk22J.html,Osoby prywatnej,Osobowe,IV (1997-2006),2001,230 000 km,1 896 cm3,Diesel,90 KM,Manualna,Na przednie koła,5 l/100km,Kompakt,5,5,Srebrny,Niemcy,,Tak,Używane,10 300
https://www.otomoto.pl/oferta/volkswagen-golf-style-1-5-etsi-96-kw-130-km-dsg-7-stopniowa-od-reki-ID6FhqOt.html,Firmy,Osobowe,VIII (2020-),2021,22 697 km,1 498 cm3,Benzyna,130 KM,Automatyczna,,,Kombi,5,5,Biały,Polska,Tak,Tak,Używane,130 000
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-115km-trendline-czujniki-led-basic-ID6FbSy6.html,Firmy,Osobowe,VII (2012-2020),2018,101 061 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Polska,,Tak,Używane,58 700
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-110-km-salon-polska-gwarancja-ID6Fj10y.html,Firmy,Osobowe,VII (2012-2020),2014,220 113 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,,Kombi,5,5,Czarny,Polska,Tak,Tak,Używane,39 900
https://www.otomoto.pl/oferta/volkswagen-golf-salonpl-vat23-tempomat-apple-i-android-syslightassist-ogrzfotele-ID6FjSVz.html,Firmy,Osobowe,VII (2012-2020),2019,178 320 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,Polska,,Tak,Używane,59 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-5-tsi-150km-comfortline-fv23-salon-pl-serwis-aso-gwarancja-ID6FbKCS.html,Firmy,Osobowe,VII (2012-2020),2019,116 740 km,1 498 cm3,Benzyna,110 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,Polska,,Tak,Używane,69 900
https://www.otomoto.pl/oferta/volkswagen-golf-salon-polska-zadbany-ID6FgTT2.html,Osoby prywatnej,Osobowe,V (2003-2009),2008,261 000 km,1 896 cm3,Diesel,105 KM,Manualna,,6 l/100km,Kombi,5,,Srebrny,,,Tak,Używane,14 700
https://www.otomoto.pl/oferta/volkswagen-golf-1-4-mpi-pewne-auto-polecam-gwarancja-zakup-door-to-door-ID6FgZ1Q.html,Firmy,Osobowe,VI (2008-2013),2009,181 000 km,1 390 cm3,Benzyna,80 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,Niemcy,,Tak,Używane,23 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-5tsi-130-km-salon-polska-f-vat-gwarancja-ID6EHK86.html,Firmy,Osobowe,VII (2012-2020),2018,60 145 km,1 498 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Kombi,5,5,Beżowy,Polska,Tak,Tak,Używane,75 200
https://www.otomoto.pl/oferta/volkswagen-golf-zarejestrowany-serwis-zadbany-ID6Fiz0O.html,Osoby prywatnej,Osobowe,IV (1997-2006),2003,175 000 km,1 390 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czerwony,Niemcy,Tak,Tak,Używane,10 700
https://www.otomoto.pl/oferta/volkswagen-golf-1-4tsi-125km-comfortline-czujniki-appconnect-podgrz-szyba-1wl-salonpl-ID6FgvIu.html,Firmy,Osobowe,VII (2012-2020),2018,83 396 km,1 390 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,Kompakt,5,5,Szary,,,Tak,Używane,78 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-tdi-115km-trendline-salon-pl-fv23-wx3184c-ID6EZouk.html,Firmy,Osobowe,VII (2012-2020),2019,102 122 km,1 598 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Polska,Tak,Tak,Używane,68 000
https://www.otomoto.pl/oferta/volkswagen-golf-2-0fsi-benzyna-150km-4x4-4motion-zadbany-swiezo-spr-italia-bez-korozji-ID6FdHPN.html,Osoby prywatnej,Osobowe,V (2003-2009),2006,280 000 km,1 984 cm3,Benzyna,150 KM,Manualna,4x4 (dołączany automatycznie),11 l/100km,Kompakt,3,5,Srebrny,Włochy,,Tak,Używane,15 900
https://www.otomoto.pl/oferta/volkswagen-golf-1-6mpi-klimatronik-bez-korozji-niemiec-serwis-hak-ID6Fk1el.html,Osoby prywatnej,Osobowe,IV (1997-2006),2001,170 000 km,1 595 cm3,Benzyna,102 KM,Manualna,,,Auta małe,5,5,Inny kolor,Niemcy,,Tak,Używane,6 999
https://www.otomoto.pl/oferta/volkswagen-golf-1-6-102-2x-klimatronik-pelna-elektryka-gotowy-do-rejestracji-ID6FgYJ1.html,Osoby prywatnej,Osobowe,VI (2008-2013),2009,176 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,9 l/100km,Kompakt,5,5,Szary,Niemcy,Tak,Tak,Używane,27 900
https://www.otomoto.pl/oferta/volkswagen-golf-volkswagen-golf-vi-1-4-tsi-r-line-ID6EVjMz.html,Osoby prywatnej,Osobowe,VI (2008-2013),2011,106 977 km,1 390 cm3,Benzyna,160 KM,Manualna,Na przednie koła,8 l/100km,Kompakt,5,5,Granatowy,Niemcy,Tak,Tak,Używane,38 000
https://www.otomoto.pl/oferta/volkswagen-golf-style-1-5-tsi-evo-130-km-ID6FblYL.html,Firmy,Osobowe,VIII (2020-),2023,5 km,1 498 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,Polska,,Tak,Nowe,127 200
https://www.otomoto.pl/oferta/volkswagen-golf-gti-2-0-tsi-245-km-dsg-ID6FblYg.html,Firmy,Osobowe,VIII (2020-),2023,5 km,1 984 cm3,Benzyna,245 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Czerwony,Polska,,Tak,Nowe,191 500
https://www.otomoto.pl/oferta/volkswagen-golf-life-1-5-tsi-150-km-ID6FblYb.html,Firmy,Osobowe,VIII (2020-),2023,5 km,1 498 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Szary,Polska,,Tak,Nowe,122 800
